, , 1.9387
, 1.9881, 1.7929
1.9186, 1.8425, 1.6784
1.7816, 1.7259, 1.5795
1.6682, 1.6275, 1.4902
1.5734, 1.5426, 1.4103
1.4937, 1.4691, 1.3415
1.4265, 1.4057, 1.2838
1.3700, 1.3511, 1.2362
1.3220, 1.3041, 1.1972
1.2812, 1.2632, 1.1650
1.2462, 1.2273, 1.1382
1.2161, 1.1951, 1.1158
1.1901, 1.1668, 1.0968
1.1673, 1.1421, 1.0804
1.1472, 1.1209, 1.0661
1.1292, 1.1025, 1.0534
1.1127, 1.0866, 1.0421
1.0975, 1.0727, 1.0320
1.0839, 1.0606, 1.0231
1.0716, 1.0499, 1.0151

